,university,career,inscription_date,first_name,last_name,gender,birth_date,age,location,email,postal_code
1478,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-16,nan,melissa torres,female,1997-10-22,24,arroyo baru,tarasolis@gmail.com,3269
1479,universidad tecnológica nacional,arquitectura,2020-09-29,nan,tammy dean,female,2017-07-10,5,quilmes,timothy23@gmail.com,1878
1480,universidad tecnológica nacional,diseño industrial,2020-09-20,nan,anthony ramirez,male,1960-12-02,61,abra del trigo,riosjonathan@gmail.com,4501
1481,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-07,nan,casey johnson,female,1975-02-26,47,cabildo,danielanderson@gmail.com,8118
1482,universidad tecnológica nacional,agronomía,2020-09-12,nan,elizabeth jackson,female,1955-03-23,67,campo de galnasi,michael12@gmail.com,3501
1483,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-28,nan,hannah ferguson,female,1963-01-26,59,agua de la zorra,joneswilliam@gmail.com,5460
1484,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-10-12,nan,whitney wong,female,1958-02-28,64,arroyo canelon,anthony97@gmail.com,1625
1485,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-31,nan,mitchell sanchez,male,1970-02-06,52,isla victoria,garrettmichael@gmail.com,8400
1486,universidad tecnológica nacional,medicina,2020-10-12,nan,mary flores,female,1909-04-12,113,guillermo e hudson,jmcdonald@gmail.com,1885
1487,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020-09-13,nan,barbara rivera,female,1973-02-14,49,capilla del señor,reyescaitlyn@hotmail.com,2812
1488,universidad tecnológica nacional,licenciatura en artes,2021-01-31,nan,jessica small,female,1948-07-10,74,la oriental,cynthia23@yahoo.com,6022
1489,universidad tecnológica nacional,licenciatura en psicología,2021-01-18,nan,lisa payne,female,2021-05-06,1,merlo,usuarez@yahoo.com,1722
1490,universidad tecnológica nacional,técnico para bioterios ,2020-10-24,nan,gabriella gomez,female,1920-06-30,102,lomas del mirador,scook@gmail.com,1752
1491,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-17,nan,robert lara,male,1983-10-26,38,san lorenzo,davidvelasquez@yahoo.com,5757
1492,universidad tecnológica nacional,diseño industrial,2020-12-13,nan,michael gardner,male,1971-12-04,50,ingeniero adolfo sourdeaux,romerovincent@yahoo.com,1612
1493,universidad tecnológica nacional,ingeniería mecánica,2020-10-06,nan,rhonda rodriguez,female,1958-02-22,64,bella vista,alejandro44@gmail.com,1661
1494,universidad tecnológica nacional,licenciatura en administración ,2021-01-06,nan,sheryl walker,female,2010-07-31,12,chelforo,maryandersen@gmail.com,8366
1495,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-21,nan,jeffrey lynn,male,1934-05-17,88,centenario,lstafford@yahoo.com,8309
1496,universidad tecnológica nacional,licenciatura en ciencia política ,2020-11-17,nan,anna phillips,female,1969-05-12,53,cañadon leon,pbrown@gmail.com,9311
1497,universidad tecnológica nacional,agronomía,2020-12-15,nan,mr. oscar king dds,male,2004-08-30,18,arroyo vega,karl38@gmail.com,3196
1498,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-09-18,nan,rachel dean,female,1992-11-30,29,colonia las yescas,webbmegan@hotmail.com,6513
1499,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-12-21,nan,deborah woodard,female,1987-02-21,35,campo garay,daniel61@yahoo.com,3066
1500,universidad tecnológica nacional,técnico para bioterios ,2020-09-05,nan,terry lopez,male,1910-12-17,111,avellaneda,leonardmcgee@gmail.com,1870
1501,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-18,nan,kathryn carson,female,2007-08-01,15,chumbicha,vanderson@yahoo.com,4728
1502,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020-12-02,nan,melissa austin,female,2016-09-14,5,canning,thomas75@yahoo.com,1804
1503,universidad tecnológica nacional,diseño de imagen y sonido,2020-11-14,nan,brianna patterson,female,1937-04-28,85,buena nueva,hutchinsonkimberly@yahoo.com,5523
1504,universidad tecnológica nacional,diseño industrial,2021-01-30,nan,ronald smith,male,2010-06-22,12,del viso,alexis21@hotmail.com,1669
1505,universidad tecnológica nacional,agronomía,2020-11-29,nan,laurie bowen,female,1976-05-19,46,francisco madero,hughessheila@hotmail.com,6472
1506,universidad tecnológica nacional,técnico para bioterios ,2020-10-11,nan,jamie parker,female,1933-06-24,89,2 de mayo,brendamoore@hotmail.com,3364
1507,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-12,nan,antonio phillips,male,2001-11-15,20,campo la plata,vicki10@yahoo.com,7623
1508,universidad tecnológica nacional,ingeniería electrónica,2021-01-07,nan,jason parker,male,1975-08-28,47,las hermanas,nicholsnicholas@gmail.com,7412
1509,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-04,nan,sean hall,male,2014-03-09,8,colonia la negra,camacholauren@hotmail.com,3054
1510,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-11-29,nan,randall hughes,male,1946-09-24,75,bella union paraje,alfredescobar@yahoo.com,3206
1511,universidad tecnológica nacional,farmacia,2020-10-05,nan,ashley phillips,female,2012-09-14,9,arroyo ceibal,gibsoncrystal@hotmail.com,3416
1512,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-28,nan,duane guerrero,male,1921-05-16,101,bahia tranquila,michaelwilliams@gmail.com,9405
1513,universidad tecnológica nacional,arquitectura,2020-10-25,nan,timothy young,male,1918-05-11,104,colonia el simbol,oestrada@gmail.com,3074
1514,universidad tecnológica nacional,arquitectura,2020-10-14,nan,alexandra hart,female,1979-07-31,43,abra del tafi,foxstephanie@gmail.com,4105
1515,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-17,nan,jaime robinson,female,1919-09-08,102,campo coubert,brendabaker@gmail.com,3056
1516,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-11,nan,gail miller,female,1994-06-09,28,colonia hansen,fdunn@yahoo.com,2637
1517,universidad tecnológica nacional,licenciatura en sociología ,2020-09-05,nan,anthony shaw jr.,male,1981-05-08,41,antonio pini,heathershaw@hotmail.com,3061
1518,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-12-12,nan,alexa cruz phd,female,1980-02-09,42,aguara grande,smithdavid@gmail.com,3071
1519,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-18,nan,mark norris,male,1963-02-22,59,aldea apeleg,foleyjulie@yahoo.com,9033
1520,universidad tecnológica nacional,actuario ,2020-10-21,nan,justin price,male,1990-04-11,32,nordelta,rowecharlotte@gmail.com,1670
1521,universidad tecnológica nacional,farmacia,2020-11-05,nan,robert hall,male,2007-07-06,15,campo de los toros,karen46@hotmail.com,6311
1522,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-09-19,nan,calvin shaffer,male,1955-12-29,66,el socorro,dlee@gmail.com,2715
1523,universidad tecnológica nacional,licenciatura en artes,2020-10-02,nan,scott lewis,male,1920-09-29,101,caminera lujan,bgarcia@gmail.com,6700
1524,universidad tecnológica nacional,agronomía,2020-12-16,nan,brian ward,male,1960-05-11,62,capilla guadalupe norte,erinbrown@yahoo.com,3574
1525,universidad tecnológica nacional,licenciatura en artes,2020-11-03,nan,peggy anderson,female,1959-06-14,63,campo del norte americano,evansalex@hotmail.com,8185
1526,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-08,nan,james hayes,male,1980-03-30,42,algarrobo verde,ortegaronald@gmail.com,5443
1527,universidad tecnológica nacional,ciencias veterinarias,2020-09-12,nan,veronica scott,female,1941-04-25,81,agua de las palomas,natalie90@yahoo.com,4741
1528,universidad tecnológica nacional,licenciatura en administración ,2020-10-22,nan,diana crawford,female,1956-02-20,66,20 de septiembre,jacobbaldwin@hotmail.com,3158
1529,universidad tecnológica nacional,licenciatura en artes,2021-01-12,nan,danielle mason,female,1977-09-27,44,gouin,zgray@hotmail.com,6727
1530,universidad tecnológica nacional,diseño de imagen y sonido,2020-12-08,nan,renee potter,female,1958-12-12,63,la chirlandia,james96@hotmail.com,8203
1531,universidad tecnológica nacional,diseño de imagen y sonido,2020-09-23,nan,jenna kirk,female,2019-07-27,3,arroyo ceibal,kathryngoodman@gmail.com,3416
1532,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-18,nan,heather nguyen,female,1949-04-14,73,faro querandi,mhill@gmail.com,7165
1533,universidad tecnológica nacional,contador público ,2020-11-15,nan,john perry iii,male,1911-06-04,111,colonia belgrano,isummers@yahoo.com,2257
1534,universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-28,nan,kaylee sullivan,female,1958-12-23,63,coronel granada,george78@yahoo.com,6062
1535,universidad tecnológica nacional,licenciatura en sociología ,2020-09-25,nan,misty contreras,female,1978-05-15,44,bella vista,huffjessica@gmail.com,1661
1536,universidad tecnológica nacional,actuario ,2020-09-27,nan,christina johnson,female,2008-02-21,14,11 de mayo,thomassnyder@gmail.com,5701
1537,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-11-07,nan,michael allison,male,1927-01-06,95,baños de la laja,amalone@hotmail.com,5419
1538,universidad tecnológica nacional,licenciatura en sociología ,2021-01-03,nan,james morrison,male,1923-11-18,98,chocori,veronicajones@yahoo.com,8503
1539,universidad tecnológica nacional,licenciatura en psicología,2020-09-19,nan,james cole,male,2011-01-16,11,correa,katherine30@hotmail.com,2506
1540,universidad tecnológica nacional,diseño industrial,2020-09-28,nan,michael burns,male,1942-04-13,80,blanca grande,carolreed@gmail.com,6561
1541,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-17,nan,carlos herrera,male,1984-02-26,38,avanzada,carterbrenda@yahoo.com,3540
1542,universidad tecnológica nacional,licenciatura en sociología ,2020-10-25,nan,alexander warren,male,1948-03-15,74,benavidez,zweber@gmail.com,1621
1543,universidad tecnológica nacional,ciencias veterinarias,2020-12-15,nan,lisa payne,female,2002-09-01,19,alto nuestra señora del valle,brayelizabeth@hotmail.com,4109
1544,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-10-21,nan,chad mccoy,male,1988-02-28,34,sey,nathanielmendoza@yahoo.com,4411
1545,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-27,nan,mr. joel rivera,male,1963-11-27,58,bernal este,nicolecampbell@gmail.com,1876
1546,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-17,nan,christopher potter,male,1929-07-28,93,agrio balsa,victoria88@yahoo.com,8351
1547,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-11-07,nan,dana wiggins,female,1975-02-12,47,alto nuestra señora del valle,chapmanashley@gmail.com,4109
1548,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-22,nan,mr. walter long,male,1984-12-07,37,alizal,melissamcdaniel@hotmail.com,4122
1549,universidad tecnológica nacional,ingeniería electrónica,2021-01-04,nan,nicole alexander,female,1958-09-21,63,arrascaeta,fishercraig@gmail.com,3046
1550,universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-08,nan,anthony gonzales,male,1947-02-25,75,victoria,trujillodeanna@hotmail.com,1644
1551,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-01,nan,kayla smith,female,1907-04-04,115,barrio garin norte,charles12@gmail.com,1623
1552,universidad tecnológica nacional,contador público ,2021-01-01,nan,kristen duffy,female,1915-06-13,107,cheroguita,krystalmendoza@yahoo.com,3358
1553,universidad tecnológica nacional,bioquímica,2021-01-14,nan,benjamin hamilton,male,2007-07-31,15,san isidro,hbell@yahoo.com,1642
1554,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-17,nan,amanda moore,female,1963-04-21,59,colonia ferrari,jeffreysnyder@yahoo.com,7172
1555,universidad tecnológica nacional,arquitectura,2020-12-29,nan,emily miller,female,1971-03-07,51,antelo,ichavez@yahoo.com,3151
1556,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-20,nan,dawn harrison,female,2012-06-21,10,el duraznillo,livingstondanny@yahoo.com,4722
1557,universidad tecnológica nacional,medicina,2020-09-25,nan,david turner,male,1991-04-13,31,barrio garin norte,michaelmejia@gmail.com,1623
1558,universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-15,nan,karen smith,female,1971-06-12,51,san isidro,tina64@hotmail.com,1642
1559,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020-09-21,nan,alisha anderson,female,1975-03-24,47,aldea chaleco,lschwartz@yahoo.com,3116
1560,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-05,nan,misty brandt,female,1975-07-26,47,colonia belga americana,oosborn@hotmail.com,3244
1561,universidad tecnológica nacional,medicina,2020-10-15,nan,jose white,male,1925-08-03,97,agua azul,cmaldonado@gmail.com,4115
1562,universidad tecnológica nacional,agronomía,2020-12-20,nan,madison castaneda,female,1996-04-07,26,rio mayo,austincummings@hotmail.com,9030
1563,universidad tecnológica nacional,licenciatura en sociología ,2020-11-19,nan,mary lynch,female,1946-05-08,76,cabildo,anna54@gmail.com,8118
1564,universidad tecnológica nacional,medicina,2020-11-21,nan,sean johnson,male,1912-10-02,109,villa angelica,hsalazar@hotmail.com,2000
1565,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-18,nan,jessica schneider,female,1995-10-17,26,carreras,laurielucas@gmail.com,2729
1566,universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-01-15,nan,sarah vargas,female,1919-09-18,102,agrio balsa,gmcgee@gmail.com,8351
1567,universidad tecnológica nacional,ingeniería en informática,2020-11-11,nan,aimee sullivan,female,1987-10-17,34,estrada,whall@gmail.com,2409
1568,universidad tecnológica nacional,ingeniería en informática,2020-11-21,nan,james russo,male,1929-05-21,93,banda florida,jwhite@gmail.com,5351
1569,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021-01-06,nan,joseph lopez,male,2014-04-23,8,los cardos,joshuaatkins@yahoo.com,2533
1570,universidad tecnológica nacional,ingeniería electrónica,2020-12-06,nan,brandon lee,male,1997-04-15,25,allende,jacquelinemcclain@yahoo.com,3550
1571,universidad tecnológica nacional,ingeniería mecánica,2020-09-21,nan,jonathan nichols,male,1922-02-08,100,kilometro 525,hartmanmackenzie@gmail.com,3545
1572,universidad tecnológica nacional,licenciatura en administración ,2020-10-04,nan,rachel proctor,female,2007-06-16,15,aromos,zsanders@yahoo.com,3036
1573,universidad tecnológica nacional,licenciatura en sociología ,2021-01-06,nan,emily kane,female,2010-10-08,11,enrique fynn,danieladams@yahoo.com,1741
1574,universidad tecnológica nacional,técnico para bioterios ,2020-09-19,nan,janice shaw,female,1959-02-28,63,aurelia,nicole17@hotmail.com,2318
1575,universidad tecnológica nacional,licenciatura en sociología ,2020-10-01,nan,reginald castillo,male,1972-05-19,50,gaboto,robert69@yahoo.com,2208
1576,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-22,nan,tonya moss,female,1943-08-11,79,campo ubajo,david52@hotmail.com,3560
1577,universidad tecnológica nacional,actuario ,2020-09-12,nan,gerald duarte,male,1916-07-18,106,bañado norte,oortiz@yahoo.com,3400
1578,universidad tecnológica nacional,farmacia,2020-09-28,nan,john singleton,male,1938-12-13,83,cevil grande,lauriejones@gmail.com,4155
1579,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-11-24,nan,charles hudson,male,1923-10-03,98,20 de junio,elizabethjohnson@hotmail.com,1761
1580,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-09-06,nan,steven powell,male,1965-02-18,57,campo horquesco,richardssara@yahoo.com,2144
1581,universidad tecnológica nacional,diseño de imagen y sonido,2020-09-10,nan,david thompson,male,1982-07-22,40,aldea san gregorio,pbell@hotmail.com,3287
1582,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-12-06,nan,ms. lisa butler,female,1983-08-04,39,la cañada,jblair@gmail.com,5567
1583,universidad tecnológica nacional,licenciatura en sociología ,2020-12-18,nan,jeffrey martin,male,1974-01-15,48,planicie banderita,ioliver@hotmail.com,8301
1584,universidad tecnológica nacional,licenciatura en administración ,2020-11-01,nan,monica rogers,female,1958-07-06,64,gonzalez catan,jdavies@yahoo.com,1759
1585,universidad tecnológica nacional,licenciatura en artes,2020-09-23,nan,wendy jones,female,1958-06-02,64,cañada seca,elizabethjones@yahoo.com,5603
1586,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020-12-10,nan,todd porter,male,2002-09-30,19,bañadito viejo,rotheric@yahoo.com,5709
1587,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-16,nan,donna zavala,female,1982-03-21,40,castelar,whartman@hotmail.com,1712
1588,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-11,nan,kimberly jensen,female,1978-03-06,44,asamblea,charlessingleton@hotmail.com,6640
1589,universidad tecnológica nacional,ingeniería mecánica,2021-01-05,nan,cynthia gallegos,female,2001-08-03,21,abra,brandimartin@hotmail.com,3414
1590,universidad tecnológica nacional,licenciatura en musicoterapia,2020-09-13,nan,william holt,male,1923-06-07,99,capitan bermudez,christine30@hotmail.com,2154
1591,universidad tecnológica nacional,licenciatura en ciencia política ,2021-01-12,nan,sheena turner,female,2010-12-07,11,cabreria,sergiofrank@gmail.com,4655
1592,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021-01-24,nan,lisa aguirre,female,1940-05-22,82,el trebol,angelica14@yahoo.com,2535
1593,universidad tecnológica nacional,contador público ,2020-11-26,nan,monica boyd,female,1942-02-17,80,pagancillo,rcarter@gmail.com,5369
1594,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-07,nan,andrew erickson,male,1923-12-14,98,la chilca,juliangoodwin@hotmail.com,5779
1595,universidad tecnológica nacional,ciencias veterinarias,2020-11-30,nan,thomas nelson,male,1949-01-04,73,funke,jamesmoses@hotmail.com,7220
1596,universidad tecnológica nacional,ingeniería electrónica,2020-10-16,nan,ruben garcia,male,1930-02-07,92,juan e barra,kristina30@hotmail.com,7517
1597,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-10-06,nan,michael kennedy,male,1950-08-21,72,kilometro 374,lindsay99@gmail.com,3446
1598,universidad tecnológica nacional,bioquímica,2020-11-19,nan,kyle gonzalez,male,1974-06-26,48,atalaya,chancorey@yahoo.com,1913
1599,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-23,nan,carrie brown,female,1912-06-24,110,calilegua,evansveronica@hotmail.com,4514
1600,universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-23,nan,shannon thompson,female,1985-04-09,37,huanguelen,wsims@yahoo.com,7545
1601,universidad tecnológica nacional,licenciatura en artes,2020-11-11,nan,jennifer mendez,female,1933-06-22,89,aguirrezabala,catherinesmith@yahoo.com,2915
1602,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-05,nan,ryan flores,male,1926-04-20,96,campo crenna,briannawalter@gmail.com,2185
1603,universidad tecnológica nacional,licenciatura en ciencia política ,2020-11-19,nan,chad ritter,male,2016-12-14,5,los gauchos,scottbenjamin@hotmail.com,6343
1604,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-13,nan,kristin heath,female,1934-09-29,87,adolfo van praet,tkaufman@yahoo.com,6212
1605,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-11-09,nan,thomas johnson,male,1958-05-18,64,1 de mayo,sarah35@gmail.com,3263
1606,universidad tecnológica nacional,arquitectura,2020-12-09,nan,heather nelson,female,1990-06-06,32,estacion coronel pringles,arnoldjoseph@hotmail.com,7536
1607,universidad tecnológica nacional,ingeniería electrónica,2020-10-31,nan,carlos lucas,male,1928-05-28,94,ingeniero balbin,martinjordan@gmail.com,6051
1608,universidad tecnológica nacional,farmacia,2020-11-18,nan,dana phillips,female,1911-12-21,110,ambato,mark07@yahoo.com,4711
1609,universidad tecnológica nacional,ingeniería en informática,2020-11-17,nan,ashley irwin,female,1987-05-23,35,aguada de la peña,dennisrobbins@hotmail.com,5461
1610,universidad tecnológica nacional,actuario ,2021-01-11,nan,rebecca stewart,female,1939-07-11,83,san jose de piedra blanca,wcraig@yahoo.com,4709
1611,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-16,nan,vanessa jones,female,1960-05-01,62,campo andino,karenlucas@hotmail.com,3021
1612,universidad tecnológica nacional,licenciatura en ciencias geológicas,2021-01-10,nan,amber king,female,1968-09-28,53,aguas calientes,igarcia@hotmail.com,4431
1613,universidad tecnológica nacional,bioquímica,2020-10-01,nan,elizabeth winters,female,1914-10-06,107,camino centenario km 11500,lisa22@gmail.com,1896
1614,universidad tecnológica nacional,medicina,2020-10-01,nan,gerald taylor,male,1920-07-11,102,estacion saladas,jenkinsvictoria@gmail.com,3428
1615,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021-01-16,nan,tiffany richardson,female,1951-04-11,71,san antonio de padua,pwilson@yahoo.com,1718
1616,universidad tecnológica nacional,ingeniería mecánica,2020-10-21,nan,monique dawson,female,1941-01-20,81,avellaneda,spencenicholas@hotmail.com,1870
1617,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-22,nan,sean barnett,male,1980-12-09,41,bella vista,wrightstacy@gmail.com,1661
1618,universidad tecnológica nacional,arquitectura,2021-01-25,nan,wesley jones,male,1981-03-05,41,cañadon chileno,michaelbrown@gmail.com,8417
1619,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-12-19,nan,david jones,male,1977-05-21,45,agua de los manantiales,moorebarbara@gmail.com,5549
1620,universidad tecnológica nacional,ingeniería electrónica,2020-10-06,nan,sandy martin,female,1949-10-15,72,funke,sruiz@gmail.com,7220
1621,universidad tecnológica nacional,licenciatura en sociología ,2020-09-08,nan,kevin blackwell md,male,1941-02-23,81,balde de leyes,valerie40@gmail.com,5446
1622,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-18,nan,joan christian,female,2005-03-17,17,campo peña lopez,ahunt@hotmail.com,6605
1623,universidad tecnológica nacional,farmacia,2020-09-25,nan,charles rodriguez,male,2012-06-24,10,agrelo,kjohnson@gmail.com,5509
1624,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-10-14,nan,karen booth,female,1949-07-17,73,jose clemente paz,brianward@gmail.com,1665
1625,universidad tecnológica nacional,diseño industrial,2020-11-25,nan,jason hamilton phd,male,1926-07-07,96,isla,riversdana@hotmail.com,5873
1626,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-10-26,nan,louis trujillo,male,1954-11-26,67,calle larga vieja,nguyentimothy@hotmail.com,5605
1627,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-12-22,nan,stephanie alvarez,female,2016-11-06,5,bajo de las palomas,williamnguyen@yahoo.com,6313
1628,universidad tecnológica nacional,diseño industrial,2020-11-05,nan,dillon griffin,male,1991-01-22,31,las toninas,hannah88@yahoo.com,7106
1629,universidad tecnológica nacional,ingeniería mecánica,2021-01-27,nan,michael johnson,male,1990-12-08,31,general urquiza,kimbrian@gmail.com,5763
1630,universidad tecnológica nacional,farmacia,2020-09-29,nan,justin bowen,male,1909-05-01,113,arroyo urquiza,charles17@hotmail.com,3280
1631,universidad tecnológica nacional,farmacia,2020-11-03,nan,stephanie beck,female,1910-10-01,111,campo el bermejo,tperez@gmail.com,3509
1632,universidad tecnológica nacional,bioquímica,2021-01-24,nan,dr. felicia garcia,female,1957-04-07,65,barro negro,imorrow@hotmail.com,4718
1633,universidad tecnológica nacional,ciencias veterinarias,2020-11-30,nan,robert cook,male,2010-06-08,12,aldea asuncion,janicejohnson@gmail.com,2841
1634,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020-11-01,nan,nancy lopez,female,1996-09-21,25,caseros,ncordova@gmail.com,1678
1635,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021-01-16,nan,donna spence,female,2005-12-18,16,colonia bella italia,timothy68@yahoo.com,2300
1636,universidad tecnológica nacional,licenciatura en musicoterapia,2020-09-04,nan,crystal santiago,female,1974-05-10,48,estancia santa catalina,james48@hotmail.com,2761
1637,universidad tecnológica nacional,farmacia,2020-12-12,nan,nicole goodman,female,1931-01-18,91,barlett,whitethomas@yahoo.com,2175
1638,universidad tecnológica nacional,farmacia,2021-01-31,nan,tammy hurst,female,2013-12-09,8,colonia tacurales,xrios@gmail.com,2324
1639,universidad tecnológica nacional,diseño de imagen y sonido,2021-01-07,nan,william york,male,1931-01-22,91,berraondo,huntthomas@hotmail.com,8124
1640,universidad tecnológica nacional,licenciatura en sociología ,2020-10-02,nan,brian cardenas,male,2014-06-03,8,alicura,jennifer44@hotmail.com,8403
1641,universidad tecnológica nacional,arquitectura,2020-09-23,nan,susan may,female,1978-09-25,43,anillaco,ericalee@yahoo.com,5341
1642,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-26,nan,robert erickson,male,1978-11-19,43,cutral co,cooperjeremiah@gmail.com,8322
1643,universidad tecnológica nacional,licenciatura en administración ,2020-10-10,nan,debbie moore,female,1966-05-29,56,chumbicha,gardnersandra@hotmail.com,4728
1644,universidad tecnológica nacional,técnico para bioterios ,2020-12-19,nan,michael jackson,male,1983-08-28,39,b los aromos san patricio,jason20@hotmail.com,1727
1645,universidad tecnológica nacional,bioquímica,2020-11-07,nan,jason rodriguez,male,1932-07-03,90,la oriental,cookwilliam@hotmail.com,6022
1646,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-09-28,nan,nicholas moore,male,1925-05-14,97,colonia belga americana,michaelowen@hotmail.com,3244
1647,universidad tecnológica nacional,actuario ,2020-11-17,nan,jared perez,male,1999-12-11,22,arroyo manganga,diane09@gmail.com,3220
1648,universidad tecnológica nacional,arquitectura,2021-01-22,nan,ryan johnson,male,1994-12-10,27,estacion mazan,ibrown@hotmail.com,5313
1649,universidad tecnológica nacional,contador público ,2021-01-27,nan,mr. john hopkins,male,1972-01-04,50,abra guazu,evanszachary@gmail.com,3197
1650,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-07,nan,mary elliott,female,2018-02-09,4,pellegrini,schwartzjenna@gmail.com,6346
1651,universidad tecnológica nacional,licenciatura en sociología ,2020-09-04,nan,jason macdonald,male,1961-12-13,60,alcete,christophermoon@gmail.com,3127
1652,universidad tecnológica nacional,medicina,2021-01-03,nan,natalie goodwin,female,1989-05-22,33,la punta,sandovalchristopher@yahoo.com,5710
1653,universidad tecnológica nacional,licenciatura en psicología,2020-09-27,nan,anthony reilly,male,1907-07-03,115,colhue huapi,craigchapman@yahoo.com,9021
1654,universidad tecnológica nacional,ingeniería mecánica,2020-09-17,nan,jeremiah gutierrez,male,1962-08-17,60,bella union paraje,nramos@gmail.com,3206
1655,universidad tecnológica nacional,licenciatura en psicología,2020-10-23,nan,ricky jones,male,1995-04-26,27,cramer,leah62@hotmail.com,5733
1656,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-09,nan,robert anderson,male,1970-06-23,52,colonia celina,kylie62@gmail.com,3113
1657,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-18,nan,jacob chase,male,1928-10-23,93,la pelada,manndavid@hotmail.com,3027
1658,universidad tecnológica nacional,bioquímica,2020-12-12,nan,melinda curry,female,1921-06-18,101,abra de pives,ericperez@gmail.com,4618
1659,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020-10-21,nan,michael olsen,male,1910-08-31,112,boulogne,cynthiamarquez@hotmail.com,1609
1660,universidad tecnológica nacional,ciencias veterinarias,2020-11-09,nan,matthew davis,male,1931-03-29,91,colonia duran,murphyjulia@hotmail.com,3553
